Response_ID,What year were you born,Gender,Tenure,Industry,Organisation size,Household Type,Metro or Regional,Pay cut willingness to work remotely,Productivity while working remotely
1412,1985,Rather not say,More than 5 years,Manufacturing and trade,I am a sole trader/owner-operator,Couple with no dependent children,Metro,Yes,No Change
1413,1992,Female,Between 1 and 5 years,Retail and Food,Between 20 and 199,Single person,Metro,Yes,20% Less productive
1414,1984,Male,Between 1 and 5 years,Service Industry,Between 20 and 199,Group household,Metro,No,10% Less productive
1415,1977,Female,More than 5 years,Service Industry,Between 20 and 199,Couple with no dependent children,Regional,No,No Change
1416,1994,Female,Between 1 and 5 years,Service Industry,More than 200,Single person,Metro,No,30% More productive
1417,1979,Female,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,Yes,30% More productive
1418,1976,Female,More than 5 years,Service Industry,Between 5 and 19,Couple with no dependent children,Metro,No,20% More productive
1419,1987,Male,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Regional,No,30% More productive
1420,1984,Female,More than 5 years,Manufacturing and trade,More than 200,Couple with no dependent children,Regional,No,30% More productive
1421,1984,Female,More than 5 years,Service Industry,Between 5 and 19,Group household,Metro,Yes,50% More productive
1422,1983,Male,Between 1 and 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,No,30% More productive
1423,1993,Male,More than 5 years,Service Industry,More than 200,Single person,Metro,No,10% Less productive
1424,1979,Male,Between 1 and 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,No,10% Less productive
1425,1993,Male,Between 1 and 5 years,Public and utility services,I am a sole trader/owner-operator,Group household,Metro,No,20% Less productive
1426,1977,Female,Between 1 and 5 years,Service Industry,More than 200,Couple with dependent children,Metro,Yes,50% More productive
1427,1980,Male,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Regional,No,30% More productive
1428,1976,Female,Between 1 and 5 years,Service Industry,Between 20 and 199,Single person,Metro,No,50% More productive
1429,1983,Female,Between 6 and 12 months,Service Industry,Between 20 and 199,Couple with dependent children,Metro,No,50% More productive
1430,1982,Female,More than 5 years,Manufacturing and trade,More than 200,One parent family with dependent children,Metro,No,20% More productive
1431,1991,Male,Between 1 and 5 years,Service Industry,More than 200,Couple with dependent children,Metro,Yes,40% More productive
1432,1994,Female,Between 1 and 5 years,Manufacturing and trade,More than 200,Couple with no dependent children,Metro,No,30% More productive
1433,1989,Male,More than 5 years,Retail and Food,Between 5 and 19,Single person,Metro,Yes,50% More productive
1434,1983,Female,Between 1 and 5 years,Service Industry,More than 200,Group household,Metro,No,30% More productive
1435,1978,Male,More than 5 years,Retail and Food,Between 20 and 199,Couple with no dependent children,Metro,No,No Change
1436,1982,Female,More than 5 years,Public and utility services,More than 200,Couple with dependent children,Metro,No,50% More productive
1437,1991,Male,Between 1 and 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,No,30% More productive
1438,1985,Male,Between 1 and 5 years,Service Industry,Between 20 and 199,Single person,Metro,Yes,20% More productive
1439,1978,Female,Between 1 and 5 years,Service Industry,More than 200,Group household,Metro,No,No Change
1440,1979,Female,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,Yes,No Change
1441,1986,Female,More than 5 years,Public and utility services,Between 20 and 199,Multiple family household,Metro,No,20% Less productive
1442,1983,Female,Between 1 and 5 years,Service Industry,More than 200,Single person,Metro,Yes,50% More productive
1443,1977,Male,Between 1 and 5 years,Service Industry,More than 200,Couple with dependent children,Metro,No,20% Less productive
1444,1984,Female,More than 5 years,Public and utility services,Between 20 and 199,Couple with dependent children,Metro,Yes,20% Less productive
1445,1984,Female,More than 5 years,Service Industry,Between 20 and 199,Group household,Metro,No,30% More productive
1446,1981,Female,More than 5 years,Manufacturing and trade,More than 200,Couple with dependent children,Metro,No,30% More productive
1447,1987,Female,Between 1 and 5 years,Public and utility services,More than 200,Single person,Metro,Yes,10% More productive
1448,1984,Male,Between 1 and 5 years,Service Industry,More than 200,Couple with dependent children,Metro,No,10% Less productive
1449,1978,Female,Between 1 and 5 years,Service Industry,Between 5 and 19,Couple with dependent children,Metro,Yes,20% Less productive
1450,1990,Male,Between 6 and 12 months,Service Industry,More than 200,Couple with dependent children,Metro,Yes,50% More productive
1451,1982,Female,Between 1 and 5 years,Service Industry,More than 200,Other one family household,Metro,No,No Change
1452,1989,Male,Between 1 and 5 years,Service Industry,I am a sole trader/owner-operator,One parent family with dependent children,Metro,No,50% More productive
1453,1994,Female,Between 1 and 5 years,Service Industry,Between 20 and 199,One parent family with dependent children,Metro,No,No Change
1454,1998,Male,Between 6 and 12 months,Service Industry,Between 5 and 19,Single person,Metro,No,50% More productive
1455,1989,Male,More than 5 years,Manufacturing and trade,Between 20 and 199,Couple with no dependent children,Metro,Yes,50% More productive
1456,1999,Female,Between 6 and 12 months,Service Industry,Between 5 and 19,Group household,Metro,No,50% More productive
1457,1992,Male,Between 1 and 5 years,Public and utility services,More than 200,Couple with no dependent children,Metro,No,50% More productive
1458,1994,Female,Between 6 and 12 months,Manufacturing and trade,Between 20 and 199,Couple with dependent children,Metro,No,50% More productive
1459,1993,Female,Between 1 and 5 years,Service Industry,Between 20 and 199,Couple with no dependent children,Metro,No,50% More productive
1460,1996,Female,More than 5 years,Service Industry,Between 5 and 19,Couple with dependent children,Regional,Yes,No Change
1461,1973,Male,More than 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Metro,Yes,10% More productive
1462,1987,Female,More than 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Regional,No,50% More productive
1463,1976,Female,More than 5 years,Service Industry,More than 200,Multiple family household,Metro,No,40% More productive
1464,1997,Male,Between 1 and 5 years,Public and utility services,Between 20 and 199,Couple with dependent children,Metro,No,40% More productive
1465,1995,Male,More than 5 years,Service Industry,More than 200,Single person,Metro,No,No Change
1466,1980,Female,Between 1 and 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,No,20% Less productive
1467,1988,Male,Between 1 and 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,No,No Change
1468,1982,Female,Between 1 and 5 years,Service Industry,More than 200,Single person,Metro,No,50% More productive
1469,1980,Male,Between 1 and 5 years,Manufacturing and trade,More than 200,Group household,Metro,No,10% Less productive
1470,1983,Female,Between 1 and 5 years,Service Industry,More than 200,Couple with dependent children,Regional,Yes,50% More productive
1471,1993,Female,Between 1 and 5 years,Service Industry,More than 200,Single person,Metro,No,20% Less productive
1472,1999,Female,Between 6 and 12 months,Retail and Food,I am a sole trader/owner-operator,Couple with no dependent children,Regional,Yes,30% Less productive
1473,1987,Female,More than 5 years,Service Industry,Between 5 and 19,Couple with dependent children,Metro,No,10% Less productive
1474,1981,Female,Between 6 and 12 months,Manufacturing and trade,Between 20 and 199,Couple with dependent children,Metro,Yes,10% Less productive
1475,1991,Female,More than 5 years,Service Industry,Between 5 and 19,Group household,Metro,No,30% More productive
1476,1978,Female,More than 5 years,Service Industry,More than 200,Couple with dependent children,Metro,No,10% More productive
1477,1988,Female,More than 5 years,Public and utility services,More than 200,Couple with no dependent children,Regional,No,No Change
1478,1993,Male,Between 1 and 5 years,Service Industry,Between 5 and 19,Single person,Metro,Yes,40% More productive
1479,1977,Male,More than 5 years,Service Industry,More than 200,Couple with dependent children,Regional,No,10% More productive
1480,1980,Male,Between 1 and 5 years,Public and utility services,Between 20 and 199,Couple with dependent children,Metro,Yes,10% Less productive
1481,1978,Male,Between 1 and 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Metro,No,10% Less productive
1482,1993,Female,Between 1 and 5 years,Public and utility services,Between 5 and 19,Couple with no dependent children,Regional,Yes,10% More productive
1483,1980,Male,Between 1 and 5 years,Service Industry,More than 200,Couple with dependent children,Regional,Yes,10% More productive
1484,1993,Female,Between 1 and 5 years,Public and utility services,More than 200,Couple with dependent children,Regional,No,40% More productive
1485,1989,Female,More than 5 years,Service Industry,More than 200,Couple with dependent children,Regional,No,30% More productive
1486,1996,Female,Between 1 and 5 years,Manufacturing and trade,More than 200,Couple with dependent children,Metro,Yes,50% More productive
1487,1985,Male,More than 5 years,Public and utility services,More than 200,Couple with dependent children,Metro,No,40% More productive
1488,1987,Female,Between 1 and 5 years,Public and utility services,Between 5 and 19,Couple with no dependent children,Metro,No,20% Less productive
1489,1995,Female,Between 6 and 12 months,Service Industry,More than 200,Single person,Metro,No,20% More productive
1490,1993,Female,More than 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Metro,No,No Change
1491,1980,Female,More than 5 years,Service Industry,More than 200,Multiple family household,Metro,No,No Change
1492,1994,Female,Between 1 and 5 years,Service Industry,More than 200,Multiple family household,Metro,No,30% More productive
1493,1986,Male,More than 5 years,Service Industry,Between 20 and 199,Other one family household,Metro,Yes,30% More productive
