Response_ID,What_year_were_you_born,Gender,Tenure,Industry,Organisation_size,Household_type,Metro_Regional,Productivity while working remotely
1427,1974,Female,More than 5 years,Service Industry,Between 5 and 19,Couple with no dependent children,Metro,50% More productive
1428,1963,Female,More than 5 years,Service Industry,Between 20 and 199,Couple with no dependent children,Metro,No change
1429,1983,Male,Between 1 and 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Metro,20% More productive
1430,1959,Female,More than 5 years,Service Industry,More than 200,Other one family household,Metro,10% Less productive
1431,1976,Male,More than 5 years,Service Industry,Between 5 and 19,Couple with dependent children,Metro,10% More productive
1432,1981,Male,More than 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Metro,50% More productive
1433,1967,Female,Between 1 and 5 years,Manufacturing and trade,More than 200,Couple with no dependent children,Metro,50% More productive
1434,1962,Male,More than 5 years,Service Industry,Between 20 and 199,Couple with no dependent children,Metro,No change
1435,1971,Female,More than 5 years,Service Industry,Between 5 and 19,Couple with dependent children,Metro,50% More productive
1436,1989,Male,More than 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Regional,40% More productive
1437,1989,Male,Between 6 and 12 months,Service Industry,Between 5 and 19,Group household,Regional,50% More productive
1438,1970,Male,More than 5 years,Service Industry,Between 5 and 19,Group household,Metro,30% More productive
1439,1988,Male,Between 6 and 12 months,Manufacturing and trade,Between 20 and 199,Couple with dependent children,Metro,50% More productive
1440,1994,Male,Between 6 and 12 months,Manufacturing and trade,Between 5 and 19,Couple with dependent children,Metro,40% More productive
1441,1991,Female,Between 1 and 5 years,Public and utility services,More than 200,Other one family household,Regional,10% Less productive
1442,1975,Female,Between 1 and 5 years,Service Industry,Between 5 and 19,Couple with no dependent children,Metro,50% More productive
1443,1984,Female,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,20% More productive
1444,1977,Male,More than 5 years,Service Industry,Between 20 and 199,Single person,Metro,20% More productive
1445,1980,Male,More than 5 years,Retail and Food,Between 20 and 199,Couple with dependent children,Regional,No change
1446,1973,Male,Between 1 and 5 years,Public and utility services,Between 1 and 4,Couple with dependent children,Metro,10% Less productive
1447,1970,Male,More than 5 years,Service Industry,More than 200,Couple with dependent children,Regional,40% More productive
1448,1957,Male,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Regional,20% More productive
1449,1959,Female,More than 5 years,Service Industry,I am the only employee,Couple with no dependent children,Regional,50% More productive
1450,1970,Female,Between 1 and 5 years,Service Industry,Between 20 and 199,Single person,Metro,30% More productive
1451,1969,Male,Between 1 and 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,10% Less productive
1452,1986,Female,Between 1 and 5 years,Service Industry,Between 20 and 199,Couple with no dependent children,Metro,30% More productive
1453,1956,Male,More than 5 years,Service Industry,I am the only employee,Couple with dependent children,Regional,20% Less productive
1454,1959,Male,Between 1 and 5 years,Public and utility services,I am the only employee,Multiple family household,Metro,No change
1455,1977,Female,More than 5 years,Service Industry,I am the only employee,Couple with dependent children,Metro,No change
1456,1989,Male,More than 5 years,Manufacturing and trade,More than 200,Couple with no dependent children,Metro,30% More productive
1457,1966,Female,Between 1 and 5 years,Retail and Food,I am the only employee,Couple with no dependent children,Regional,50% More productive
1458,1989,Male,More than 5 years,Retail and Food,More than 200,Couple with dependent children,Metro,20% More productive
1459,1984,Female,Between 1 and 5 years,Service Industry,Between 5 and 19,Couple with dependent children,Metro,10% More productive
1460,1983,Female,Between 6 and 12 months,Service Industry,Between 5 and 19,Couple with dependent children,Metro,No change
1461,1985,Male,Between 1 and 5 years,Manufacturing and trade,Between 5 and 19,Couple with dependent children,Metro,30% More productive
1462,1959,Female,Between 1 and 5 years,Public and utility services,Between 1 and 4,Couple with dependent children,Metro,40% More productive
1463,1966,Female,Between 1 and 5 years,Service Industry,More than 200,Couple with no dependent children,Regional,No change
1464,1988,Male,Between 1 and 5 years,Manufacturing and trade,Between 5 and 19,Couple with dependent children,Metro,30% Less productive
1465,1987,Male,Between 1 and 5 years,Service Industry,Between 5 and 19,Single person,Metro,10% More productive
1466,1990,Male,Between 1 and 5 years,Manufacturing and trade,Between 5 and 19,Couple with dependent children,Metro,40% More productive
1467,1980,Male,More than 5 years,Service Industry,More than 200,Multiple family household,Metro,No change
1468,1981,Female,Between 1 and 5 years,Manufacturing and trade,Between 20 and 199,One  parent family with dependent children,Metro,No change
1469,1981,Female,Between 1 and 5 years,Service Industry,More than 200,Couple with dependent children,Metro,20% More productive
1470,1967,Female,Between 1 and 5 years,Public and utility services,Between 5 and 19,One  parent family with dependent children,Regional,No change
1471,1982,Male,More than 5 years,Retail and Food,Between 20 and 199,Couple with dependent children,Metro,No change
1472,1996,Male,Between 1 and 5 years,Retail and Food,More than 200,Single person,Metro,10% Less productive
1473,1985,Male,Between 1 and 5 years,Service Industry,More than 200,Single person,Metro,No change
1474,1986,Female,Between 6 and 12 months,Service Industry,Between 20 and 199,One  parent family with dependent children,Metro,20% More productive
1475,1970,Female,More than 5 years,Service Industry,Between 20 and 199,One  parent family with dependent children,Metro,20% More productive
1476,1992,Female,Between 1 and 5 years,Retail and Food,More than 200,Group household,Metro,30% Less productive
1477,1979,Male,More than 5 years,Service Industry,Between 20 and 199,Couple with no dependent children,Metro,30% Less productive
1478,1993,Male,Between 1 and 5 years,Service Industry,Between 20 and 199,Single person,Metro,No change
1479,1976,Male,More than 5 years,Service Industry,Between 1 and 4,Couple with dependent children,Metro,10% More productive
1480,1980,Female,More than 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Regional,10% More productive
1481,1960,Female,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,20% More productive
1482,1987,Male,Between 1 and 5 years,Public and utility services,Between 5 and 19,Couple with dependent children,Metro,20% More productive
1483,1980,Female,Between 1 and 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Metro,40% More productive
1484,1977,Male,Between 1 and 5 years,Manufacturing and trade,Between 5 and 19,Couple with dependent children,Metro,20% More productive
1485,1990,Female,More than 5 years,Service Industry,More than 200,Group household,Metro,50% More productive
1486,1967,Male,More than 5 years,Public and utility services,Between 20 and 199,Single person,Metro,50% Less productive
1487,1978,Male,More than 5 years,Retail and Food,Between 20 and 199,Couple with dependent children,Regional,30% More productive
1488,1962,Male,Between 1 and 5 years,Manufacturing and trade,More than 200,Couple with dependent children,Regional,No change
1489,1989,Female,Between 1 and 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,50% More productive
1490,1986,Male,More than 5 years,Service Industry,More than 200,Couple with dependent children,Metro,10% More productive
1491,1976,Male,More than 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Metro,30% More productive
1492,1969,Female,More than 5 years,Retail and Food,More than 200,Couple with no dependent children,Metro,30% More productive
1493,1987,Male,More than 5 years,Retail and Food,More than 200,Couple with no dependent children,Regional,30% More productive
1494,1990,Male,Between 1 and 5 years,Manufacturing and trade,Between 5 and 19,Couple with dependent children,Metro,40% More productive
1495,1986,Male,Between 1 and 5 years,Retail and Food,More than 200,Couple with dependent children,Metro,40% Less productive
1496,1961,Female,More than 5 years,Public and utility services,More than 200,One  parent family with dependent children,Metro,30% More productive
1497,1986,Female,More than 5 years,Service Industry,Between 1 and 4,Couple with no dependent children,Regional,10% More productive
1498,1977,Female,More than 5 years,Public and utility services,More than 200,Couple with dependent children,Metro,20% More productive
1499,1979,Male,Between 1 and 5 years,Retail and Food,Between 1 and 4,Couple with no dependent children,Regional,No change
1500,1976,Female,Between 1 and 5 years,Retail and Food,Between 5 and 19,Couple with dependent children,Metro,30% More productive
1501,1974,Male,Between 1 and 5 years,Service Industry,More than 200,Couple with dependent children,Regional,20% More productive
1502,1992,Male,Between 6 and 12 months,Service Industry,More than 200,Group household,Metro,20% Less productive
1503,1995,Male,Between 1 and 5 years,Service Industry,Between 20 and 199,Single person,Metro,30% More productive
1504,1990,Female,More than 5 years,Manufacturing and trade,Between 20 and 199,Couple with dependent children,Metro,10% Less productive
1505,1998,Male,Between 1 and 5 years,Public and utility services,Between 20 and 199,Single person,Metro,50% More productive
1506,1968,Female,Between 1 and 5 years,Public and utility services,More than 200,Couple with no dependent children,Metro,40% More productive
